branch_name,review_text,star_rating,date
BPI SM Southmall Branch,,1,5 years ago
BPI SM Southmall Branch,,3,6 years ago
BPI SM Southmall Branch,,1,6 years ago
BPI Zapote,"Bad experience.
Actually, the worst. …",1,6 months ago
BPI Zapote,Palakasan system? Priority number not followed? What kind of bank is this if you accomodate so called vip clients?? Poor service. Tsk tsk tska,1,a year ago
BPI Zapote,"All the phone numbers provided online aren’t available, some of them are just ringing, worst BPI branch I’ve ever been, the manager named herself as Leni Hernandez seems arrogant and not customer friendly.",1,a year ago
BPI Zapote,Very very poor service not even notifying customer that they having problems on their service. Bad bad bad 😠😠😠  They always comes and go inside their counters.😠😠😠 .... …,1,5 years ago
BPI Zapote,"Fast, quick service, the most courteous customer service personel, with a smile and provides more than what i need.",5,6 years ago
BPI Zapote,"Slow service, only one counter is servicing.",1,a year ago
BPI Zapote,They need to open more counters.,3,5 years ago
BPI Zapote,Slow service,1,3 years ago
BPI Zapote,"Your service is very slow. It's been an hour since your turn. How come you only have one teller? Waste of time waiting instead of being productive that day, time was wasted waiting.",1,6 months ago
BPI Zapote,"Poor service.
Very slow. Priorities not even priorities really.
If there is a different word for poor service this is very sample. It doesn't even deserve one star.

**Many people at the counter but still. Super slow.",1,2 years ago
BPI Zapote,"I've been here, the aircon is cold 😆 all the staff are accommodating even I have multiple requests. Recommendable service! 👏 …",5,2 years ago
BPI Zapote,Your update is wrong. It's already closed at 3pm.,1,6 years ago
BPI Zapote,SUPER LONG,1,3 months ago
BPI Zapote,,1,3 months ago
BPI Zapote,,5,2 years ago
BPI Zapote,,5,2 years ago
BPI Zapote,,4,3 years ago
BPI Zapote,,5,5 years ago
BPI Zapote,,5,7 years ago
BPI Zapote,,4,7 years ago
BPI Zapote,,5,9 years ago
BPI Alfaro Branch,Always 1 teller at this branch and around 10 clients already waiting for their turn. One of the worst BPI branch in Makati. Had to wait more than 30 minutes before deciding to go to the other branch which is now my preferred branch.,1,2 years ago
BPI Alfaro Branch,Must be the worst branch in Makati. Always 1 teller manning the booth. You’re lucky if you can deposit your money in 30mins. Seems like they really don’t care about their customers. Horrible,1,2 years ago
BPI Alfaro Branch,Teller do not provide proper expectations.  Assisting other customers even if they still have one customer on the counter. Should finish one transaction at a time.,1,7 years ago
BPI Alfaro Branch,The new staff seemed absent-minded and works very slow. please improve. i liked this branch last year 2015 because they were very helpful and attentive but now.. i don't know..frustrating.. sorry,3,9 years ago
BPI Alfaro Branch,Same old BPI look. But very quiet and not so crowdy,4,7 years ago
BPI Alfaro Branch,Information is misleading. That is BPI Salcedo Alfaro. Please makr your entries accurate. Thanks.,1,6 years ago
BPI Alfaro Branch,land line is always busy. Been trying to call for more than 3 hours now.,1,5 years ago
BPI Alfaro Branch,"Please help me fix my online banking, access is locked because I need it to be opened so I can use it for the allotment.",5,a month ago
BPI Alfaro Branch,"Bad experience, bad customer service. Attitude of the guard at the door. I felt uncomfortable. Just go to another branch, it's really the worst branch.",1,a year ago
BPI Alfaro Branch,,4,2 years ago
BPI Alfaro Branch,,5,2 years ago
BPI Alfaro Branch,,5,5 years ago
BPI Alfaro Branch,,5,6 years ago
BPI Alfaro Branch,,1,6 years ago
BPI Ayala 6750 Branch,"CAM has no TID (I looked at the keypad, on top, at the sides, in front--didn't find anything...did I look at the wrong places?), accepted the card & cash, went idle 1-2 minutes, spit my card out, and did nothing else. When I retried it in …",2,6 months ago
BPI Ayala 6750 Branch,Ginny was awesome.  She knew what had to be done. Quick and efficient.,5,2 months ago
BPI Ayala 6750 Branch,Generally slower customer service compared to other BPI branches,3,7 years ago
BPI Ayala 6750 Branch,Very slow,1,5 years ago
BPI Ayala 6750 Branch,,1,2 months ago
BPI Ayala 6750 Branch,,5,a year ago
BPI Ayala 6750 Branch,,5,2 years ago
BPI Ayala 6750 Branch,,1,6 years ago
BPI Ayala 6750 Branch,,1,6 years ago
BPI Ayala 6750 Branch,,1,7 years ago
BPI Ayala Avenue SGV Branch,One of the worst BPI branches I have ever encountered. Their staff won't accommodate customers; they just keep talking and gossiping. I don't know why they have a queuing system even though they are not following it. Find another BPI branch not this one.,1,a year ago
BPI Ayala Avenue SGV Branch,"The map and photos are pointing to BPI Ayala East Branch this is incorrect, BPI SGV Branch is located in front of old PSE building...",1,7 years ago
BPI Ayala Avenue SGV Branch,Very inefficient and not able to meet their own SLAs,1,5 years ago
BPI Ayala Avenue SGV Branch,Slow customer service,1,a year ago
BPI Ayala Avenue SGV Branch,Very accessible,4,7 years ago
BPI Ayala Avenue SGV Branch,,5,2 years ago
BPI Ayala Avenue SGV Branch,,2,6 years ago
BPI Ayala Avenue SGV Branch,,1,6 years ago
BPI Ayala Avenue SGV Branch,,4,7 years ago
BPI Ayala Avenue SGV Branch,,5,10 years ago
BPI Ayala Columns Branch,"Probably the best branch, primarily due to it's branch manager being very attentive to it's client. The branch manager would even accomodate us outside of banking hours.",5,8 months ago
BPI Ayala Columns Branch,Very small bank and very slow transactions. Up to 10 persons would wait at a single time. I'd suggest go to other branch for deposits.,2,8 years ago
BPI Ayala Columns Branch,"Handles transactions slowly. If you value your time, go to a different BPI branch.",1,9 years ago
BPI Ayala East Branch,"Amazing place for meditation. You will not do anything except waiting, waiting, waiting. Dont get frustrated because they have only 2 counters opened for transactions in THE buisness district of the Philippines, no! relax, close your eyes, …",1,3 weeks ago
BPI Ayala East Branch,Slowest branch Bank of BPI One of the worst bank in PH.. lucky them no zero stars,1,2 years ago
BPI Ayala East Branch,"Outside of deposits, other services are too slow.",1,4 months ago
BPI Ayala East Branch,"Extremely disappointed, very frustrating service. Disorganized and has a poor facility. Despite of its classy modern interior designs. …",1,6 years ago
BPI Ayala East Branch,Slowest BPI branch ever they and don’t do anything about it. It has been happening for yearS. They don’t care if you are in line for hours. Don’t waste your time here!,1,a year ago
BPI Ayala East Branch,"This bank is very slow and serves I been waiting for just to calm my atm card for 2 hours
Before that I was waiting also for 3 hours 👎🏻👎🏻👎🏻👎🏻 …",1,3 years ago
BPI Ayala East Branch,Does not answer calls nor respond to BPI interbranch emails. The officers in this branch are probably untrained.,1,a year ago
BPI Ayala East Branch,Super slow service. Waited 1 hour for a simple deposit.,1,2 years ago
BPI Ayala East Branch,"Disorganized. If the tellers are going to accommodate everyone who comes near them, what's the use of the number system then?",1,6 years ago
BPI Ayala East Branch,There's so many tellers but only one teller is functioning. That's why there's a lot of customers waiting to be call.,1,5 years ago
BPI Ayala East Branch,Customer service waiting time was almost 2 hours. Worst branch I've ever been to.,1,6 years ago
BPI Ayala East Branch,Worst customer service. Mas mabagal pa sa government office. 1 customer every 1 hour. This is the worst branch of BPI,1,5 years ago
BPI Ayala East Branch,Incompetent teller. Slow service,1,a year ago
BPI Ayala East Branch,Been calling thousand times on their landline numbers but no one's answering!,1,5 years ago
BPI Ayala East Branch,Slow and very disorganized way of handling customer.,1,4 years ago
BPI Ayala East Branch,Waiting time too long. Poor service,1,6 years ago
BPI Ayala East Branch,Newly renovated and very accessible from our office,4,9 years ago
BPI Ayala East Branch,WORST BRANCH! 1 CLIENT EVERY 1 HOUR AND HALF!,1,6 years ago
BPI Ayala East Branch,No one is answering their landline number! 🙄🙄 …,1,6 years ago
BPI Ayala East Branch,Slow service!,1,a year ago
BPI Ayala East Branch,Poor Service.,1,6 years ago
BPI Ayala East Branch,"There is still a number number, not the next one, someone always interrupts, oh my god, it takes 2 hours before you get serviced by Customer Service, while there are five of them, it's super long",1,4 months ago
BPI Ayala East Branch,"What a fool the person in charge said to deduct from my person, my person's fee was deducted. I was a fool if I understood that even if they said yes, I would still be overwhelmed because of him. …",1,2 years ago
BPI Ayala East Branch,Please make sure that the information about your operating hours posted online is correct. You are scheduled to operate until 3 in the afternoon and then you are only until 2 pm. Disappointing!,1,3 years ago
BPI Ayala East Branch,"I've been sitting here for an hour to pay bills, but counter 9 doesn't even call",1,4 years ago
BPI Ayala East Branch,"This bank is really slow, as slow as a turtle.",1,2 years ago
BPI Ayala East Branch,Useless landline no answer! Shut up!,1,4 years ago
BPI Ayala East Branch,,5,3 years ago
BPI Ayala East Branch,,5,3 years ago
BPI Ayala East Branch,,4,Edited 5 years ago
BPI Ayala East Branch,,5,9 years ago
BPI Ayala Insular Branch,"Very spacious, modern design, feels like you're in a mall while waiting. Has five ATM machines outside the bank. Peak days are only during paydays, Mondays, Fridays and long weekends. Lean days are during Tuesdays-Thursdays.",5,6 years ago
BPI Ayala Insular Branch,Tellers do not seem to know what they are doing. Waste of time. Choose other branches or banks to transact with.,1,a year ago
BPI Ayala Insular Branch,0 star for this!! phone number is useless!!! don't bother to call no one will answer it will just waste your time!!!,1,2 years ago
BPI Ayala Insular Branch,Dont bother to call. No one will answer. Such a waste of time. Maybe you can remove the phone number since it has no use. Thanks! :),1,6 years ago
BPI Ayala Insular Branch,Useless phone number no one is answering.,1,6 years ago
BPI Ayala Insular Branch,Customer service is super slow...to be able to request a document will take you hours. The counter staff is still rude. They ask you to get a number to queue but won't follow that same queuing system when an acquaintance comes or someone …,1,11 months ago
BPI Ayala Insular Branch,"You even gave me a phone number, but no one is answering. What kind of people are you? Why are you so busy trying to keep yourself busy?",1,a year ago
BPI Ayala Insular Branch,No one answered the call.,1,a year ago
BPI Ayala Insular Branch,,5,a year ago
BPI Ayala Insular Branch,,5,2 years ago
BPI Ayala Insular Branch,,1,2 years ago
BPI Ayala Insular Branch,,5,3 years ago
BPI Ayala Insular Branch,,5,7 years ago
BPI Ayala Malls Circuit Branch,This branch would waste your precious time queuing for a long time. They always have a lot of customers but there’s always only one counter catering the long lines of customers. The same counter would cater priority people alternately with the regular customers.,1,4 months ago
BPI Ayala Malls Circuit Branch,"Came to request for a bank certificate but I was told that all branches in Makati doesn’t do same day issuance anymore. The staff did not explain as to why they cannot print you a bank certificate when before, they’ll just ask for your info, print it out the same day and just charge you for it. Advise your people for such changes like this, post it out on your website. Good thing, I have an account in BDO, no hassle in providing bank certificate regarless of what branch you go. Kudos to BDO SM Aura branch",1,6 days ago
BPI Ayala Malls Circuit Branch,"The customer service is incredibly inconsiderate. The worst part was when one employee (wearing blue shirt) actually pointed at me and commanded ""sit down"" in front of other customers. Extremely rude and unprofessional behavior from the entire team.",1,a month ago
BPI Ayala Malls Circuit Branch,"This branch is the worst BPI branch I have ever visited. I've waited for more than an hour. Only 1 cashier was open even though there was a very long line already. I had to deposit 3 checks. However, I was informed that I couldn't encash one because the name was not complete as my nickname was used instead of my full name. So, I told the cashier that I would only deposit the other two. She told me that I had to get a new number and fall in line again just to do that. That I would have to wait for at least an hour again. It would've been okay if they had a good system and that the waiting time is short, but they don't. Can't understand why they would treat their customers this way. A total waste of time. In addition to that, I was using my phone to check the account details for my transaction. The guard approached me and told me not to use my phone even though there were others using them. The staff here have no common sense and no concern for their customers. Don't waste your time. Go to any other bank/branch instead.",1,6 months ago
BPI Ayala Malls Circuit Branch,very different from other BPI branches i transact with. it would be nice for them to improve in their customer service esp the teller and be more accommodating unless they were told not to be that. my personal experience just proves the reviews posted by the other clients who transacted in this branch.  one star.,1,3 months ago
BPI Ayala Malls Circuit Branch,Worst customer service. So many counter but only 1 is available. This branch sucks. We came 1:30pm left 3pm just to claim a Credit card delivered to them. Thid branch sucks and should be closed. Their monitor for que is broken I guess they should close one of the worst branch with customer service.,1,10 months ago
BPI Ayala Malls Circuit Branch,"January 28, 1pm. I was surprised when I was singled out by the guards for using my cellphone inside while most customers are also using their phones. It was an unpleasant experience making us feel that we are the only threat to security knowing I was also with my 11-year old son that time along with his schoolbag and guitar.  The guard even warned me they can see me in the CCTV. Wow.

Its not my first time I used a cellphone inside other BPI branches when I see everyone is also using it since I was logging to their bank's mobile app. I DID stop using my phone but some customers are still using it. The cellphone policy should apply to all. Is it just I am not wearing any flashy jewelry that time?

ATMs are fine and deposit counters are enough to service the influx of costumers but avoid their customer services because its just one counter and it took us one hour of waiting.",1,Edited 3 months ago
BPI Ayala Malls Circuit Branch,"As with most of the reviews for this branch, the waiting time is just horrible, happened twice. During my recent visit, I glimpsed at the customer service queue and there weren't that much, I think I'm the 5th to be accommodated. An hour and a half later, they're still serving the same customer. I only have an hour to spare for I need to go to work and I thought it would be enough but it wasn't. They're taking pictures of IDs, going back and forth to their backrooms but leaving empty handed, etc. like what are y'all doing in there?! I was given a number but its not being called and people are just racing to the stalls because of their unorganized queue process. The guards directed me to an incorrect line, even though I told them what my business is, which totally wasted my time.

Sadly, I need to return to this branch for my issue to be resolved. I'm hoping that it would be a much smoother process or else, I'm gonna have to leave another negative review. Hope management takes notice.",1,a year ago
BPI Ayala Malls Circuit Branch,"We arrived at 11am and left the bank by 2pm just to claim the Bank Statement, and consider that we are have to wait like this despite being a preferred client! Their processing time is ridiculously slow and you can sense deeply the laziness, inefficiency, and condescension of the staffs and the management. The worst BPI branch we visited and I will never want to deal with this BPI branch again in my life.",1,a year ago
BPI Ayala Malls Circuit Branch,The go to place to waste your time. Every employee is very slow. 1047 am the manager is sleeping on his cubicle. Lol,1,5 months ago
BPI Ayala Malls Circuit Branch,"I was in this BPI Branch a few times because l moved closeby.
As a Preferred BPI member, l expect that, after ident8fying myself as such, that l would be given a VIP treatment. Only the security guards do. I can wait for …",2,2 years ago
BPI Ayala Malls Circuit Branch,"NEVER VISIT THIS BRANCH! They will make you wait for 2 HOURS just to deposit a freaking CHECK. Yes! Just one check because their COMPUTERS HANG! My god. Worst BPI branch ever. I'm warning you guys, NEVER VISIT THIS BRANCH! NEVER! They're tellers are even the worst in all BPI branches I've been to.",1,2 years ago
BPI Ayala Malls Circuit Branch,Worst customer service ever. Very rude and not accommodating at all. Not acknowledging any of the things I'm saying and keeps on cutting me off when I'm trying to speak. Very unprofessional.,1,6 months ago
BPI Ayala Malls Circuit Branch,Worst experience. No sense of urgency. 😞 …,1,5 months ago
BPI Ayala Malls Circuit Branch,My transaction went easy and smooth.,5,a year ago
BPI Ayala Malls Circuit Branch,Poor and slow service.,1,2 years ago
BPI Ayala Malls Circuit Branch,"Warning:
Worst Customer Service. You will wait for too long, almost an hour, and the security guard will even prevent you from opening the phone inside, so your eyes …",1,9 months ago
BPI Ayala Malls Circuit Branch,Slow. Waste your time here if you value your time.,1,4 months ago
BPI Ayala Malls Circuit Branch,"The bank tellers here are so rude.
They are not accommodating. If you are like that, why are you even here? No one will take care of you. Worst branch ever. Think twice when you deposit or withdraw here. Will not ever come back!",1,3 years ago
BPI Ayala Malls Circuit Branch,"the worst branch of BPI is rotten and worthless especially the tellers are super lazy to assist customers and are lazy to solve the problem that they approached, but the BPI Branch of leon Guinto is super kind and super diligent and smart tellers.",1,2 years ago
BPI Ayala Malls Circuit Branch,"employees are rude. customer service is poor, I was asking nicely for the requirements for account opening if I should raise my voice. worst branch ever",1,2 years ago
BPI Ayala Malls Circuit Branch,Services fail especially in getting the card. it took a while before it was released and then after more than a week they updated that there was no card so it's another week. when needed.,1,5 years ago
BPI Ayala Malls Circuit Branch,"The line was very slow, there was no one there.",1,6 months ago
BPI Ayala Malls Circuit Branch,"The card I made for a new account took a long time to arrive, it seems like they don't follow up and when I call the phone, no one answers.",1,5 years ago
BPI Ayala Malls Circuit Branch,if i can give 0 ill give 0. useless bank!,1,a year ago
BPI Ayala Malls Circuit Branch,,1,a week ago
BPI Ayala Malls Circuit Branch,,1,2 months ago
BPI Ayala Malls Circuit Branch,,1,Edited 7 months ago
BPI Ayala Malls Circuit Branch,,1,a year ago
BPI Ayala Malls Circuit Branch,,1,a year ago
BPI Ayala Malls Circuit Branch,,1,a year ago
BPI Ayala Malls Circuit Branch,,5,3 years ago
BPI Ayala Malls Circuit Branch,,3,3 years ago
BPI Ayala Malls Circuit Branch,,1,5 years ago
BPI Ayala Malls Circuit Branch,,4,5 years ago
BPI Ayala Malls Circuit Branch,,5,5 years ago
BPI Ayala Nex Tower Branch,"I am more satisfied with the service that lady bank officer has provided me. I came from abroad and I wanted to activate my debit card, and the good lady explained everything to me.",5,a year ago
BPI Ayala Nex Tower Branch,Sir Guard is very knowledgeable in all the questions ask. Will visit again,5,5 months ago
BPI Ayala Nex Tower Branch,I went there to have my old ATM card replaced. The lady that I spoke with was very accommodating. She even contacted me when the card was ready.,5,2 years ago
BPI Ayala Nex Tower Branch,"The worst thing is the people at the desk, specifically for savings account applications, are not accommodating because it's Saturday rush to leave. That's why! I went there early, around 5:45pm, it didn't close yet, it closes at 7:30pm, …",1,7 years ago
BPI Ayala Nex Tower Branch,,5,6 years ago
BPI Ayala North Exchange Branch,"Lazy bank employee. I was hoping to open another savings account and told her my proof of billing is on my phone. She told me to print it, so I suggested  to print it using their printer. She didn't want to. She's basically beside the printer. She's just lazy and prolly thinking I don't have money. I've gotten better treatment in other branches.",1,2 years ago
BPI Ayala North Exchange Branch,"WRONG PIN. Should be Ground Floor, Ayala North Exchange Ayala Avenue. corner Amorsolo and Salcedo Streets, Makati, 1200 Metro Manila 😊 …",3,a year ago
BPI Ayala North Exchange Branch,"Fast transaction, very kind and knowledgeable staff! Thank you!",5,a year ago
BPI Ayala North Exchange Branch,The person who assisted me was very knowledgeable ❤️,5,4 months ago
BPI Ayala Paseo Branch,"I’ve been a customer of this branch for many years. I’ve read the reviews here, but my experience in this branch has always been efficient and pleasant. I understand the need to wait, but I plan my trip carefully. From the security staff who are polite and very helpful upon entry, to the staff who acknowledge and politely apologizes for asking me to wait. Shout out to Shaira for assisting me. Thank you. Keep it up guys!",5,6 months ago
BPI Ayala Paseo Branch,Request for bank certificate but it’s wrong format: total different as it from other branch and no official seal/stamp. So it didn’t get accepted in some office and I have to get the right one from other branch.. …,3,Edited a year ago
BPI Ayala Paseo Branch,"Bank teller Jill told me to call their branch before going there to check if my EMV card is ready for pick up but no one is answering  both their branch and the direct numbers. I tried going to the branch last monday after my super tiring shift, waited on queue for almost 1 hour only to find out that my EMV card is NOT YET available. If someone can just answer their phone and help customers out, a lot will have a peaceful life with your branch. And now, here I am again trying to to reach them at 5550412 (number given by Jill) and 5067379 (number given by the call center agent for over an hour now. And no one is picking up. 😣",1,6 years ago
BPI Ayala Paseo Branch,"After falling in line for more than an hour, staff in this branch makes sure that customers are not welcome to come back. Most of all they do it non discreetly and without respect. They will see to it that you as a customer will be embarrassed.
I have never been charged interbank or regional deposit charges with other branches, but this branch has interbranch deposit charges! Quote from bpiexpressonline site ""..– with no interbranch deposit charges!
In other banks, you'll be charged a fee when you deposit to an account in a different..""",1,6 years ago
BPI Ayala Paseo Branch,Great,5,10 years ago
BPI Ayala Paseo Branch,No one is answering the branch hotlines. Both CP and Landline numbers listed.,1,7 months ago
BPI Ayala Paseo Branch,It's so hard for you to call!,1,6 years ago
BPI Ayala Paseo Branch,,5,3 years ago
BPI Ayala Paseo Branch,,3,3 years ago
BPI Ayala Paseo Branch,,5,4 years ago
BPI Ayala Paseo Branch,,5,4 years ago
BPI Ayala Paseo Branch,,1,6 years ago
BPI Ayala Triangle Branch,Took me an hour just to deposit a manager's check. I had to personally call my branch of account to process the transaction. The manager of this branch did not seem to care and did not do anything to expedite the process.,1,a month ago
BPI Ayala Triangle Branch,ATM was removed. Walk across BPI Ayala Avenue should you wish to find an ATM.,3,9 years ago
BPI Ayala Triangle Branch,Amazing service.,5,a year ago
BPI Ayala Triangle Branch,Excellent services :),5,3 years ago
BPI Ayala Triangle Branch,,5,11 months ago
BPI Ayala Triangle Branch,,5,8 years ago
BPI Ayala Triangle Branch,,5,9 years ago
BPI Bangkal Branch,Worst crowd I've ever experienced anywhere. I've been going to the bank for 3 days continuously. They have a very big line. They take 20-30mins for each customer imagine being the 17th person in line at 9:30am. If you have a full day free …,1,a year ago
BPI Bangkal Branch,Since 2019 pa basura customer service dito. Lalo na over the counter. Literally magaantay ka 30 minutes up to more than an hour para lang ma-accomodate ka. What the F is wrong with this branch? Why is BPI not even aware of how trash the service is on this branch FFS.,1,a year ago
BPI Bangkal Branch,"Worst experience in this branch , they dont do the work instead focus more on eating and doing chitchatting with their co employees … waste branch",1,6 months ago
BPI Bangkal Branch,"Worst BPI branch ever. Everytime I need to withdraw/deposit, single transaction, I always have to wait for my turn for 30mins to an hour or more. Their service is super slow. All of their counters are always lined up with people with …",1,a year ago
BPI Bangkal Branch,Poor service. Even just to take a simple ATM card it took more than one hour for them to process. I went there to pick up the card only even though it was pending delivery since one month. Worst experience with customer service,1,a year ago
BPI Bangkal Branch,"I was at this branch to pick up my new red debit card, I switched from the blue one (w/o the chip) to the new one (with chip).

I politely asked to check first if it is already available prior to queueing to save up on time.

I approached a staff in black blazer in the cubicle number 1, but she said she will check but never did. I waited 49 minutes to be called out saying it is not yet available for pick up.

🤬🤬🤬",1,6 years ago
BPI Bangkal Branch,very slow customer service...they do more talk than assisting their clients.....worst experience BPI branch....no improvement since 2022,1,a year ago
BPI Bangkal Branch,Worst branch ever ! More chika,1,5 months ago
BPI Bangkal Branch,"Hi, I'm Arish belongs to Hyderabad, India. My wife has saving account in your bank.
The service of bank is very efficient and they are ready to help always...☺☺☺☺",5,7 years ago
BPI Bangkal Branch,"ATM is always offline and always no cash dispense, one and only BPI branch in Evangelista.",2,2 years ago
BPI Bangkal Branch,veryyyyyyyy sloooooooow service!!!,1,10 months ago
BPI Bangkal Branch,Very Slow service.,1,a year ago
BPI Bangkal Branch,Poor service,1,2 years ago
BPI Bangkal Branch,"Worst of the worst..the service is so slow, it's all gossip and the manager doesn't care..it should just be closed down..the employees are useless!",1,a month ago
BPI Bangkal Branch,"It's a waste of time to go to this branch!!! Pack a handful of patience. This branch is consistently the slowest. Simple Deposit will take at least 45mins of waiting, considering there are only 3 of us waiting at the teller until the crowd increases, they still won't add an open counter. Jusko!",1,a year ago
BPI Bangkal Branch,"3 hours!!! Just open an account.

I hope they improve their service. Or just close it. Bwiseeet",1,10 months ago
BPI Bangkal Branch,"first time to go there! and their customer service is very slow, the employees chatter and chatter, they never took care of their customers and another thing is that they have a hard time calling you on the phone, you really have to wait",1,a year ago
BPI Bangkal Branch,Worst branch! Very slow. The queue is already long but only one teller is serving. It will take you 2 hours to finish.,1,2 years ago
BPI Bangkal Branch,Hi everyone..the process here is so slow...I've been waiting for almost 1 and a half hours to make a deposit..I hope this is resolved..,1,6 years ago
BPI Bangkal Branch,Worst! I just tried BPI here and it got worse.,1,a year ago
BPI Bangkal Branch,"Very slow processing, 1.5 hours before deposit can be processed",1,2 years ago
BPI Bangkal Branch,"Those who assisted took too long, what are they doing even though there are a lot of people!!!",1,2 years ago
BPI Bangkal Branch,The service is slow.,1,2 years ago
BPI Bangkal Branch,The process is very slow. Purp story!,1,5 years ago
BPI Bangkal Branch,,5,a year ago
BPI Bangkal Branch,,4,2 years ago
BPI Bangkal Branch,,5,4 years ago
BPI Bel-Air Paseo Branch,"Seriously how slow can you get?  They have a fancy queuing system that's prepares your transaction before you get to the counter. However, when a number is called and the client is not present (probably having taken a number and then became frustrated with the pace at which it's moving) the cashier thinks that it's a time to chill out and relax.... for goodness sake, CALL THE NEXT NUMBER!!!!
Awful service, all the staff chit chatting and clients sitting watching them.",1,8 years ago
BPI Bel-Air Paseo Branch,"Super slow service. Staff don’t care if you wait forever for a single transaction. Management sits pretty doing nothing and not helping while people wait. If you can bank with any other bank, don’t bank with BPI.",1,6 years ago
BPI Bel-Air Paseo Branch,This is literally the slowest bank I have ever been to. Thrice I've had to come here to do banking as it's the closest to the office and thrice I've walked out in disbelief. An hour to serve 6 customers for just deposits? Are you serious?,1,9 years ago
BPI Bel-Air Paseo Branch,Too slow service.,1,2 years ago
BPI Bel-Air Paseo Branch,So so,4,3 years ago
BPI Bel-Air Paseo Branch,"I went around 3pm to open a payroll account, we weren't even five when I entered. I was given a number. Then in less than 10 seconds I was called for my turn. Even though there was only one person assisting at the window. And the rest were …",5,3 years ago
BPI Bel-Air Paseo Branch,VERY SLOW SERVICE. SLOT NUMBER 6 LONG HAIR GIRL IS STRAIGHT. SLLLLOOOOOOOWWWW SERVICE. WORST BRANCH. MAN NUMBER 4 IS SLOW TO ASSIST. THE CHUBBY WITH EYE GLASSES SOMETIMES GOES. I HOPE LNG CLOSES THE BRANCH UNG GANTO TREATMENT OF THEIR CUSTOMERS.,1,6 years ago
BPI Bel-Air Paseo Branch,"There are opening hours, then your phone just rings and no one answers. Next dial, it hangs up.",1,5 years ago
BPI Bel-Air Paseo Branch,"I WILL GIVE NO STAR AT ALL!

Terrible! The service is so slow! 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ …",1,2 years ago
BPI Bel-Air Paseo Branch,,1,7 years ago
BPI Bel-Air Paseo Branch,,1,7 years ago
BPI Bel-Air Paseo Branch,,1,8 years ago
BPI Bel-Air Paseo Branch,,5,10 years ago
BPI Bel-Air Paseo Branch,,4,10 years ago
BPI Bel-Air Polaris Branch,"The queue took forever. Staffs talk to each other from time to time, they will also do other stuffs as well. It wouldn’t take this much time if they focus on their jobs.",1,6 years ago
BPI Bel-Air Polaris Branch,Not so crowded in the morning. Staff are friendly.,5,2 years ago
BPI Bel-Air Polaris Branch,Nice staff and ATMs that never fail.,4,8 years ago
BPI Bel-Air Polaris Branch,Good service and friendly staff.,5,2 years ago
BPI Bel-Air Polaris Branch,Great and friendly staff.,5,3 years ago
BPI Bel-Air Polaris Branch,I believe in one,3,a year ago
BPI Bel-Air Polaris Branch,very long queue.. you only deposit 1 check it took more than 1 hour.. very frustrating to wait so long to call your number in the teller.. their management should speed up every transaction..,1,2 weeks ago
BPI Bel-Air Polaris Branch,They could not be contacted there at the number indicated as always busy,1,6 years ago
BPI Bel-Air Polaris Branch,,4,6 years ago
BPI Bel-Air Polaris Branch,,3,7 years ago
BPI Bel-Air Polaris Branch,,1,8 years ago
BPI Buendia Center Branch,"Extremely frustrated with the abysmal customer service I experienced while seeking assistance via your online customer service hotline. Actually, I was not even helped AT ALL.

On Dec. 4, 2023, I called your online customer service seeking support for a matter related to my account. I initially spoke with Grey (as she preferred to be addressed), who transferred me to another department. However, my ordeal began when I found myself waiting in line for almost two hours without any success in connecting to a customer service agent.

After waitng for almost an hour, someone would pick up the call and intentionally remainng silent, despite my attempts to communicate. After a few minutes, they would either put me on hold or shuffle me back into the queue. This pattern persisted throughout my entire waiting time, leading me to believe that there was a deliberate effort to avoid engaging with customers.

I even attempted to contact your cx service team using a different phone, only to encounter the exact same behavior. The blatant avoidance of interaction and the seemingly deliberate obstruction in resolving customer queries are unacceptable practices for a reputable financial institution. Please INVESTIGATE your contact centers.",1,a year ago
BPI Buendia Center Branch,The place is not really sanitized. There are a lot of small cockroaches roaming around and at night at the canteen or pantry there are rats roaming around freely but of course you can only see it at night because in the morning there's a lot of people there.  But still this place needs to be sanitized and clean because it's an unhealthy place to be in. I don't know why the owner of the building is not focusing in that part.,2,8 years ago
BPI Buendia Center Branch,"Very nice building.  Elevators are fast, air conditioning works great, and location is quite convenient.  We have offices in this building and the one next door (Petron Mega Plaza) and this one is much better!",4,9 years ago
BPI Buendia Center Branch,"First of all.. this building only has free parking for the tenants' employees.. Next, it has a good smoking area but not amenable during the rainy season.. Do not bother going to this building speacially if you have a car and its between 4 to 6 pm.. You'll get stuck in bad traffic.",3,7 years ago
BPI Buendia Center Branch,"Personally , I don't know about the building,  but I want to commend the service that I received when I called for help. He is so patient and kind and was able to answer the questions I had, and gave me informations that I need. Thank you for the great service. Keep it up.😊 …",5,6 years ago
BPI Buendia Center Branch,Slow customer service,2,5 months ago
BPI Buendia Center Branch,It's big and not many people visit it so you get served immediately.,5,8 years ago
BPI Buendia Center Branch,Not too much foot traffic in this bank. Big enough to accomodate many customer.,4,8 years ago
BPI Buendia Center Branch,"Floors rental good for Call Centers, Embassies & Asean Regional Offices",5,Edited 7 years ago
BPI Buendia Center Branch,Found the place I want to go. Simple to use interface,4,8 years ago
