record_type,id,branch_name,city,customer_id,date,rating,comment,tags,sentiment,overall_sentiment,branch_sentiment,overall_score,total_reviews,positive_feedback,neutral_feedback,negative_feedback,top_performer_branch,top_performer_score,needs_improvement_branch,needs_improvement_score,city_score,month,monthly_score
review,237.0,BPI Monumento Branch,Bpi,#N237,2025-08-19,40.0,Slow customer service,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,238.0,BPI Monumento Branch,Bpi,#N238,2025-07-24,91.0,spacious inside / few clients,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,239.0,BPI Monumento Branch,Bpi,#N239,2025-07-31,84.0,Takes a long time to transact.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,240.0,BPI Monumento Branch,Bpi,#N240,2025-08-02,89.0,Located at Samson Road Caloocan City its along the road,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,241.0,BPI Monumento Branch,Bpi,#N241,2025-08-11,85.0,Thumbs up,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,242.0,BPI Monumento Branch,Bpi,#N242,2025-07-30,85.0,Thank u,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,243.0,BPI Monumento Branch,Bpi,#N243,2025-07-31,80.0,"Long line, long wait.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,244.0,BPI Monumento Branch,Bpi,#N244,2025-08-17,40.0,slow service,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,245.0,BPI Monumento Branch,Bpi,#N245,2025-08-18,28.0,My grandmother tried to open a savings account here. When we sat down b2 the person who called gave us a form and asked where the savings were for where the funds came from which is normal. But out of...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,246.0,BPI Monumento Branch,Bpi,#N246,2025-08-05,22.0,Very slow! Only 1 counter is open and it's still slow! Pls add more tellers! The queue is long!,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,247.0,BPI Monumento Branch,Bpi,#N247,2025-08-13,33.0,Tellers are slow..,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,248.0,BPI Monumento Branch,Bpi,#N248,2025-08-17,87.0,The service is good,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,249.0,BPI Monumento Branch,Bpi,#N249,2025-08-13,77.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,250.0,BPI Monumento Branch,Bpi,#N250,2025-08-06,32.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,251.0,BPI Monumento Branch,Bpi,#N251,2025-08-20,40.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,252.0,BPI Monumento Branch,Bpi,#N252,2025-07-28,56.0,No review text provided,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,253.0,BPI Monumento Branch,Bpi,#N253,2025-08-12,87.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,254.0,BPI BF Resort Las Pinas Branch,Bpi,#N254,2025-07-30,81.0,Reserved 1m for me to withdraw so I could diversify my funds. Teller asked me what the withdrawal was for and asked if I wanted to diversify my funds with them instead. I told him that I know PDIC onl...,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,255.0,BPI BF Resort Las Pinas Branch,Bpi,#N255,2025-07-25,20.0,"Any other business would feel bad for making a customer wait in line for more than 15 minutes, let alone hours. There wasn't even a long queue when I visited this branch but the wait was extremely lon...","Long Wait Time, Poor Service",Negative,Neutral,Positive,,,,,,,,,,,,
review,256.0,BPI BF Resort Las Pinas Branch,Bpi,#N256,2025-07-29,77.0,Home of the alleged manager's husband who thinks that making a scene and kicking a customer out of their parking is his right.,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,257.0,BPI BF Resort Las Pinas Branch,Bpi,#N257,2025-08-10,26.0,Reviewing the atms - always online (at least one terminal),Issues,Negative,Neutral,Positive,,,,,,,,,,,,
review,258.0,BPI BF Resort Las Pinas Branch,Bpi,#N258,2025-07-28,73.0,I think their customer service department can only accomodate 4 to 5 customers per day. They have 2 staffs and yet each staff can finish up one transaction for like 2 hrs. Such a waste of time.,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,259.0,BPI BF Resort Las Pinas Branch,Bpi,#N259,2025-08-14,76.0,I was able to reach the officer (in just seconds) and Ms Leah is ready to assist. My issue was not resolved but having a scheduled resolution on OTP needs kept me safe and felt assured with BPI BFReso...,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,260.0,BPI BF Resort Las Pinas Branch,Bpi,#N260,2025-08-21,46.0,"Usually efficient, except when their computer systems encounter problems. Then the queue gets long.",Average Experience,Neutral,Neutral,Positive,,,,,,,,,,,,
review,261.0,BPI BF Resort Las Pinas Branch,Bpi,#N261,2025-08-12,71.0,Friendly and efficient staff. Can get crowded sometimes but usually there's hardly a line. They have a ticketing system and some seating areas,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,262.0,BPI BF Resort Las Pinas Branch,Bpi,#N262,2025-08-13,81.0,"Everyone, including the guards are friendly and accommodating. I'm now a loyal card holder. I find it so easy to transact with this bank.",Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,263.0,BPI BF Resort Las Pinas Branch,Bpi,#N263,2025-08-09,93.0,"arrived at 4:28, pero closed na daw what a waste of time.",Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,264.0,BPI BF Resort Las Pinas Branch,Bpi,#N264,2025-08-11,70.0,Very conveniently located. Ample parking. Efficient staff,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,265.0,BPI BF Resort Las Pinas Branch,Bpi,#N265,2025-08-11,89.0,Cold place.  No long waiting lines.,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,266.0,BPI BF Resort Las Pinas Branch,Bpi,#N266,2025-08-08,94.0,It is easily accessible for me and no lines.,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,267.0,BPI BF Resort Las Pinas Branch,Bpi,#N267,2025-08-07,78.0,Very accommodating 👍 …,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,268.0,BPI BF Resort Las Pinas Branch,Bpi,#N268,2025-07-29,95.0,Good communication..😊 …,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,269.0,BPI BF Resort Las Pinas Branch,Bpi,#N269,2025-08-15,41.0,That's probably all the answers. give me.. strength of will. here in this place. please.. for the 1rts time. I'm xsited..,Issues,Negative,Neutral,Positive,,,,,,,,,,,,
review,270.0,BPI BF Resort Las Pinas Branch,Bpi,#N270,2025-08-03,79.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,271.0,BPI BF Resort Las Pinas Branch,Bpi,#N271,2025-08-05,21.0,No review text provided,Issues,Negative,Neutral,Positive,,,,,,,,,,,,
review,272.0,BPI BF Resort Las Pinas Branch,Bpi,#N272,2025-08-04,91.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,273.0,BPI BF Resort Las Pinas Branch,Bpi,#N273,2025-08-13,72.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,274.0,BPI BF Resort Las Pinas Branch,Bpi,#N274,2025-08-04,81.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,275.0,BPI BF Resort Las Pinas Branch,Bpi,#N275,2025-08-13,89.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,276.0,BPI BF Resort Las Pinas Branch,Bpi,#N276,2025-08-21,79.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,277.0,BPI BF Resort Las Pinas Branch,Bpi,#N277,2025-07-28,33.0,No review text provided,Issues,Negative,Neutral,Positive,,,,,,,,,,,,
review,278.0,BPI Las Piñas Almanza Uno,Las Piñas,#N278,2025-08-13,33.0,Slowest service of any bpi I've been in and that's including mall branches. The manager should put more people in the tellers table when they see people actually standing up while waiting.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,279.0,BPI Las Piñas Almanza Uno,Las Piñas,#N279,2025-08-07,92.0,Good location.  I don't need to go inside Southmall for my banking needs.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,280.0,BPI Las Piñas Almanza Uno,Las Piñas,#N280,2025-08-19,60.0,Cool but quite crowded,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,281.0,BPI Las Piñas Almanza Uno,Las Piñas,#N281,2025-07-26,28.0,poor customer service,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,282.0,BPI Las Piñas Almanza Uno,Las Piñas,#N282,2025-08-13,71.0,Great services...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,283.0,BPI Las Piñas Almanza Uno,Las Piñas,#N283,2025-08-12,88.0,love it,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,284.0,BPI Las Piñas Almanza Uno,Las Piñas,#N284,2025-08-03,25.0,"The services here are slow, I've been here for 1 hour and 30 minutes just for a deposit transaction. I hope the branch in Talon Uno will be restored.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,285.0,BPI Las Piñas Almanza Uno,Las Piñas,#N285,2025-08-16,88.0,I hate atm machine very slow transaction and ate my money,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,286.0,BPI Las Piñas Almanza Uno,Las Piñas,#N286,2025-07-25,21.0,Tellers take too long,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,287.0,BPI Las Piñas Almanza Uno,Las Piñas,#N287,2025-08-06,27.0,Service at this branch is slow.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,288.0,BPI Las Piñas Almanza Uno,Las Piñas,#N288,2025-08-05,82.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,289.0,BPI Las Pinas Branch,Bpi,#N289,2025-08-14,93.0,"I am here today 23 October 2023 Monday

I am happy 😊 on the service given to me today. Grabeh huh, very good sa improvement ng service from last year. Today walang pila, walang number for waiting. As ...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,290.0,BPI Las Pinas Branch,Bpi,#N290,2025-08-16,44.0,This branch is the worst when it comes to queuing people. Going in to deposit will take you more than 1 hour of queueing for just a few minutes of transaction. I honestly don't know what's taking then...,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,291.0,BPI Las Pinas Branch,Bpi,#N291,2025-08-21,49.0,This is one of those institution you hope not to have any business with just because you got a queue number 59 and they're still attenting to customer 34 and you are well to know that it is going to t...,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,292.0,BPI Las Pinas Branch,Bpi,#N292,2025-08-12,78.0,"First, the Preferred Lane is useless, you will still be queueing at seniors and pwd which defeats the purpose of being preferred client. I don’t feel like that. Second, the queuing is all over the pla...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,293.0,BPI Las Pinas Branch,Bpi,#N293,2025-08-15,74.0,"worst bank ever. especially the customer service, they don't care about your time. and shout out to their staff BENG AGUINALDO. whats the use of your contact number in the calling card if you don't ev...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,294.0,BPI Las Pinas Branch,Bpi,#N294,2025-07-27,70.0,"Inefficient customer service. I went there last 23rd August '22 to claim my debit card. There were 4 representatives during that time.

I was 5th on priority queue, yet I still waited almost two hours...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,295.0,BPI Las Pinas Branch,Bpi,#N295,2025-08-20,85.0,"Easy to find. Big parking lot but they should renovate the place and make it look more inviting. Looks like a bit of a haunted building at night. Nonetheless,  it is safe and there's 24/7 security.

H...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,296.0,BPI Las Pinas Branch,Bpi,#N296,2025-08-01,79.0,Im waiting for a long time 5 hrs a few line to transact to get my swift code ..i got it in 1 minute my code..not good..!!! 5hrs = 1minute..,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,297.0,BPI Las Pinas Branch,Bpi,#N297,2025-08-11,79.0,Worst BPI branch in Las Pinas as always for my stay here in 12 years. Sobrang bagal ng service and you will regret your boredom for hours in just a small queue. Define slow customer service and this b...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,298.0,BPI Las Pinas Branch,Bpi,#N298,2025-08-19,41.0,Service is so slow. No sense of urgency from the management. Wait time is 2hrs average. Thinking of pulling my funds out.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,299.0,BPI Las Pinas Branch,Bpi,#N299,2025-08-08,80.0,worst branch ever specially on processing personal loans. customer communication is poor.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,300.0,BPI Las Pinas Branch,Bpi,#N300,2025-07-26,83.0,"Nicely situated bank , nearby commercial center at that.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,301.0,BPI Las Pinas Branch,Bpi,#N301,2025-08-19,75.0,My mom's choice for her banking needs,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,302.0,BPI Las Pinas Branch,Bpi,#N302,2025-08-07,76.0,Please maintain your CAM working...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,303.0,BPI Las Pinas Branch,Bpi,#N303,2025-08-15,27.0,Jun 16f 2017,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,304.0,BPI Las Pinas Branch,Bpi,#N304,2025-08-20,74.0,No one ever answers their phone.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,305.0,BPI Las Pinas Branch,Bpi,#N305,2025-08-05,81.0,no one is answering the phone..,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,306.0,BPI Las Pinas Branch,Bpi,#N306,2025-08-14,95.0,Banking is easy with BPI!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,307.0,BPI Las Pinas Branch,Bpi,#N307,2025-08-10,76.0,fast and reliable,"Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,308.0,BPI Las Pinas Branch,Bpi,#N308,2025-08-16,36.0,Slow service,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,309.0,BPI Las Pinas Branch,Bpi,#N309,2025-08-08,23.0,"I transferred 500 from bpi to my gcash, he already deducted it from my accnt but it came to my gcash but a year ago 900 also didn't come twice why it happened like that bpi I just let it go when it fi...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,310.0,BPI Las Pinas Branch,Bpi,#N310,2025-08-05,87.0,"If there is only zero rating, I will put zero in our branch. Very bad customer service the guard is VERY RUDE AND RUDE TO TALK TO.
You're getting old, brother. Good luck to you.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,311.0,BPI Las Pinas Branch,Bpi,#N311,2025-08-12,82.0,It's been a few months since we last contacted you. You guys are just following up and following up!!! You just lost money and no action!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,312.0,BPI Las Pinas Branch,Bpi,#N312,2025-08-10,90.0,The landline just rang and no one answered.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,313.0,BPI Las Pinas Branch,Bpi,#N313,2025-08-13,74.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,314.0,BPI Las Pinas Branch,Bpi,#N314,2025-08-12,28.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,315.0,BPI Las Pinas Branch,Bpi,#N315,2025-07-29,75.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,316.0,BPI Las Pinas Branch,Bpi,#N316,2025-08-20,63.0,No review text provided,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,317.0,BPI Las Pinas Branch,Bpi,#N317,2025-07-25,77.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,318.0,BPI Las Pinas Branch,Bpi,#N318,2025-07-28,42.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,319.0,BPI Las Pinas Branch,Bpi,#N319,2025-08-17,94.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,320.0,BPI Las Pinas Cittadella Branch,Bpi,#N320,2025-08-14,26.0,"Branch Manager doesn’t know how to communicate! Employee under her, also don’t know what they are doing. This branch is the nearest from our home but i may have no choice but to go to a different one....",Issues,Negative,Neutral,Positive,,,,,,,,,,,,
review,321.0,BPI Las Pinas Cittadella Branch,Bpi,#N321,2025-08-05,85.0,"I recently interacted with Tin from BPI Citadella branch regarding a mobile banking account concern, and I must say that the experience was excellent. Tin displayed professionalism, kindness, and help...","Fast Service, Professional Staff",Positive,Neutral,Positive,,,,,,,,,,,,
review,322.0,BPI Las Pinas Cittadella Branch,Bpi,#N322,2025-08-01,71.0,"Great subdivision that is quiet, clean, has a park, and is in a good location with easy access north or south.",Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,323.0,BPI Las Pinas Cittadella Branch,Bpi,#N323,2025-08-07,95.0,Professional and approchable staff.,"Fast Service, Professional Staff",Positive,Neutral,Positive,,,,,,,,,,,,
review,324.0,BPI Las Pinas Cittadella Branch,Bpi,#N324,2025-08-07,75.0,Very convinient and courteous staff :),Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,325.0,BPI Las Pinas Cittadella Branch,Bpi,#N325,2025-08-14,86.0,WORST BPI BRANCH EVER!!,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,326.0,BPI Las Pinas Cittadella Branch,Bpi,#N326,2025-08-14,22.0,"Has long queue.

One teller available. …","Long Wait Time, Poor Service",Negative,Neutral,Positive,,,,,,,,,,,,
review,327.0,BPI Las Pinas Cittadella Branch,Bpi,#N327,2025-08-16,83.0,"The manager was so lazy and cursed, he didn't seem to want to talk, he frowned immediately, you thought he was the owner of a bank.",Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,328.0,BPI Las Pinas Cittadella Branch,Bpi,#N328,2025-07-24,81.0,It's a very safe and comfortable place to live. It's a quiet residential area. The breeze is pleasant and the air is clean.,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,329.0,BPI Las Pinas Cittadella Branch,Bpi,#N329,2025-08-10,86.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,330.0,BPI Las Pinas Cittadella Branch,Bpi,#N330,2025-08-01,73.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,331.0,BPI Las Pinas Cittadella Branch,Bpi,#N331,2025-08-18,91.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,332.0,BPI Las Pinas Cittadella Branch,Bpi,#N332,2025-08-10,54.0,No review text provided,Average Experience,Neutral,Neutral,Positive,,,,,,,,,,,,
review,333.0,BPI Las Pinas Cittadella Branch,Bpi,#N333,2025-08-10,85.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,334.0,BPI Pilar Village Branch,Bpi,#N334,2025-08-03,26.0,"Their system is extremely slow. I have multiple accounts needing multiple transactions.
I waited for at least an hour for a my number and then they only entertained ONE TRANSACTION of mine. They made ...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,335.0,BPI Pilar Village Branch,Bpi,#N335,2025-07-25,27.0,"I was about to change bank because of my experiences with BPI BGC branch, good thing BDO SM South mall gave me the same impression they care about their clients as much as my BPI BGC Branch(as if they...","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,336.0,BPI Pilar Village Branch,Bpi,#N336,2025-08-18,23.0,There deposit machine always have problem please fix it always,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,337.0,BPI Pilar Village Branch,Bpi,#N337,2025-08-03,92.0,ATM works 👍👍 …,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,338.0,BPI Pilar Village Branch,Bpi,#N338,2025-07-31,85.0,Friendly staff.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,339.0,BPI Pilar Village Branch,Bpi,#N339,2025-08-08,41.0,I have an endorsement letter from the Company and I am not from Las Piñas since I just moved 2 days ago as a tenant to a room to be closer to work. They didn't agree because they said I am from Bacoor...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,340.0,BPI Pilar Village Branch,Bpi,#N340,2025-08-13,87.0,"🚩🚩🚩Worst BPI, not recommend to go here. I've waited for 1 hour for a single question, the other transaction was even earlier. Saw 2 employees who don't accept clients either. …",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,341.0,BPI Pilar Village Branch,Bpi,#N341,2025-07-29,26.0,PEOPLE ARE SO SLOW AMP,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,342.0,BPI Pilar Village Branch,Bpi,#N342,2025-08-05,78.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,343.0,BPI Pilar Village Branch,Bpi,#N343,2025-08-18,90.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,344.0,BPI Pilar Village Branch,Bpi,#N344,2025-08-18,86.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,345.0,BPI Pilar Village Branch,Bpi,#N345,2025-08-18,77.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,346.0,BPI Pilar Village Branch,Bpi,#N346,2025-08-13,81.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,347.0,BPI Pilar Village Branch,Bpi,#N347,2025-08-10,41.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,348.0,BPI SM Southmall Branch,Bpi,#N348,2025-07-28,92.0,"Absolutely inefficient, very unorganized place. Some employees are seen just sitting behind their desk not even being proactive to ask people waiting and assist as there are loads of people waiting. I...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,349.0,BPI SM Southmall Branch,Bpi,#N349,2025-08-14,26.0,"Slow queue, dont do any kind of transaction in this branch. You could easily sense mismanagament.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,350.0,BPI SM Southmall Branch,Bpi,#N350,2025-07-27,62.0,"[Customer Management]
This branch has a queue system via TV screen to manage the flow of transactions, but for some reason the staff also likes to do it via Call Out, which can be …",Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,351.0,BPI SM Southmall Branch,Bpi,#N351,2025-08-05,39.0,"Slow customer service, the tellers will call you but will process other customer's document, additional waiting time for me. The manager even had the guts to use the teller's computer while I am alrea...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,352.0,BPI SM Southmall Branch,Bpi,#N352,2025-07-27,34.0,"Slow personnel, poor customer queueing system, bad policy when re activating a dormant account. …","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,353.0,BPI SM Southmall Branch,Bpi,#N353,2025-08-14,84.0,"SHOULD UPDATE THEIR OPENING HOURS! They are closed on Saturdays!
ALSO PICK UP THE PHONE! I tried calling 5 times on a Friday to ask about THEIR OPENING HOURS!",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,354.0,BPI SM Southmall Branch,Bpi,#N354,2025-08-12,85.0,really bloody slow service. went here to replace my old arm card to get their new emv card. waited over an hour. similar Bdo transaction was way faster. absolutely hate this branch.,"Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,355.0,BPI SM Southmall Branch,Bpi,#N355,2025-07-31,31.0,Tellers are toooo slow even with the automated assistance. Almost an hour now and still waiting for my number to be called even though there were only 7 clients before me when I arrived.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,356.0,BPI SM Southmall Branch,Bpi,#N356,2025-07-27,79.0,"One of the worst BPI branches ever!  Do not open an account here unless you want to deal with snooty, arrogant, high and mighty staff from manager down to the guards!!!!  This place looks like one mis...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,357.0,BPI SM Southmall Branch,Bpi,#N357,2025-08-08,72.0,"Scheduled for card release today,  didn't get any notification that they're close, why set a schedule for card releasing if Branch will be close on the said date.  worst Branch ever!!",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,358.0,BPI SM Southmall Branch,Bpi,#N358,2025-07-28,35.0,Slow service! Applying for a new account takes 1hr per client. Pick up for card still took so long.,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,359.0,BPI SM Southmall Branch,Bpi,#N359,2025-08-11,72.0,"Super slow tellers, they don't even know how to pick up their phone! Worts branch in the south!!",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,360.0,BPI SM Southmall Branch,Bpi,#N360,2025-08-02,74.0,Worst i just here to claim my atm card yet 1hr 30mins pass im still waiting my number to be called,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,361.0,BPI SM Southmall Branch,Bpi,#N361,2025-08-21,77.0,SUPER SLOW SERVICE. POOR MANAGEMENT. UNPLEASANT AND UNACCOMMODATING EMPLOYEE LOOK (THEY DO NOT SMILE. THEY SHOW LIKE “IM THE BOSS HERE”). NO ONE ANSWERING PHONE CALLS OR ALWAYS BUSY.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,362.0,BPI SM Southmall Branch,Bpi,#N362,2025-08-02,37.0,We transferred an account to a third pary yesterday and was told that confirmation will be emailed to me.  Did not receive confirmation email but amount was deducted from my account balance. What shou...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,363.0,BPI SM Southmall Branch,Bpi,#N363,2025-08-04,37.0,ATMs never seem to work. Cmon guys. You're in one of the largest malls in the south. You have a responsibility to your customers.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,364.0,BPI SM Southmall Branch,Bpi,#N364,2025-08-10,80.0,"AVOID LIKE THE PLAGUE!!! Worst branch ever!

Everything moves so slowly like this place is in some kind of time warp.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,365.0,BPI SM Southmall Branch,Bpi,#N365,2025-08-02,72.0,Customer service only 5th in line from 9am to 12:30pm very dissappointed customer.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,366.0,BPI SM Southmall Branch,Bpi,#N366,2025-08-14,72.0,Poor customer service. Claiming of ATM card took an hour or more !!!!!!!!!!!!!!!!!!!!!!!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,367.0,BPI SM Southmall Branch,Bpi,#N367,2025-07-24,42.0,Slow movement. It takes at least 4 minutes for the line to move per person.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,368.0,BPI SM Southmall Branch,Bpi,#N368,2025-08-08,20.0,"Deposit ATM is inside the bank. So if the bank is closed, it's inaccessible.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,369.0,BPI SM Southmall Branch,Bpi,#N369,2025-08-11,21.0,Slow costumer service,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,370.0,BPI SM Southmall Branch,Bpi,#N370,2025-08-20,37.0,"Slow, excruciatingly slow service",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,371.0,BPI SM Southmall Branch,Bpi,#N371,2025-07-25,80.0,WORST BPI BRANCH EVER!!!!!!!!!!!!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,372.0,BPI SM Southmall Branch,Bpi,#N372,2025-08-19,29.0,"Just depositing will take you 1hr. This branch is just ugly. The other BPI branches, especially the ones next to the red ribbon, are fast even when there are a lot of people.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
