branch_name,review_text,star_rating,date,cleaned_text,bert_sentiment,rating_sentiment,bert_sentiment_analysis,rating_based_sentiment,branch_overall_sentiment,dataset_overall_sentiment
BPI Ayala Insular Branch,Useless phone number no one is answering.,1,6 years ago,useless phone number no one is answering.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Ayala Insular Branch,Customer service is super slow...to be able to request a document will take you hours. The counter staff is still rude. They ask you to get a number to queue but won't follow that same queuing system when an acquaintance comes or someone …,1,11 months ago,customer service is super slow...to be able to request a document will take you hours. the counter staff is still rude. they ask you to get a number to queue but wont follow that same queuing system when an acquaintance comes or someone ,Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Insular Branch,"You even gave me a phone number, but no one is answering. What kind of people are you? Why are you so busy trying to keep yourself busy?",1,a year ago,"you even gave me a phone number, but no one is answering. what kind of people are you? why are you so busy trying to keep yourself busy?",Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Insular Branch,No one answered the call.,1,a year ago,no one answered the call.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Ayala Insular Branch,No review text provided,5,a year ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Insular Branch,No review text provided,5,2 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Insular Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Insular Branch,No review text provided,5,3 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Insular Branch,No review text provided,5,7 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Malls Circuit Branch,This branch would waste your precious time queuing for a long time. They always have a lot of customers but there’s always only one counter catering the long lines of customers. The same counter would cater priority people alternately with the regular customers.,1,4 months ago,this branch would waste your precious time queuing for a long time. they always have a lot of customers but theres always only one counter catering the long lines of customers. the same counter would cater priority people alternately with the regular customers.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"Came to request for a bank certificate but I was told that all branches in Makati doesn’t do same day issuance anymore. The staff did not explain as to why they cannot print you a bank certificate when before, they’ll just ask for your info, print it out the same day and just charge you for it. Advise your people for such changes like this, post it out on your website. Good thing, I have an account in BDO, no hassle in providing bank certificate regarless of what branch you go. Kudos to BDO SM Aura branch",1,6 days ago,"came to request for a bank certificate but i was told that all branches in makati doesnt do same day issuance anymore. the staff did not explain as to why they cannot print you a bank certificate when before, theyll just ask for your info, print it out the same day and just charge you for it. advise your people for such changes like this, post it out on your website. good thing, i have an account in bdo, no hassle in providing bank certificate regarless of what branch you go. kudos to bdo sm aura branch",Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"The customer service is incredibly inconsiderate. The worst part was when one employee (wearing blue shirt) actually pointed at me and commanded ""sit down"" in front of other customers. Extremely rude and unprofessional behavior from the entire team.",1,a month ago,the customer service is incredibly inconsiderate. the worst part was when one employee wearing blue shirt actually pointed at me and commanded sit down in front of other customers. extremely rude and unprofessional behavior from the entire team.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"This branch is the worst BPI branch I have ever visited. I've waited for more than an hour. Only 1 cashier was open even though there was a very long line already. I had to deposit 3 checks. However, I was informed that I couldn't encash one because the name was not complete as my nickname was used instead of my full name. So, I told the cashier that I would only deposit the other two. She told me that I had to get a new number and fall in line again just to do that. That I would have to wait for at least an hour again. It would've been okay if they had a good system and that the waiting time is short, but they don't. Can't understand why they would treat their customers this way. A total waste of time. In addition to that, I was using my phone to check the account details for my transaction. The guard approached me and told me not to use my phone even though there were others using them. The staff here have no common sense and no concern for their customers. Don't waste your time. Go to any other bank/branch instead.",1,6 months ago,"this branch is the worst bpi branch i have ever visited. ive waited for more than an hour. only 1 cashier was open even though there was a very long line already. i had to deposit 3 checks. however, i was informed that i couldnt encash one because the name was not complete as my nickname was used instead of my full name. so, i told the cashier that i would only deposit the other two. she told me that i had to get a new number and fall in line again just to do that. that i would have to wait for at least an hour again. it wouldve been okay if they had a good system and that the waiting time is short, but they dont. cant understand why they would treat their customers this way. a total waste of time. in addition to that, i was using my phone to check the account details for my transaction. the guard approached me and told me not to use my phone even though there were others using them. the staff here have no common sense and no concern for their customers. dont waste your time. go to any other bankbranch instead.",Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,very different from other BPI branches i transact with. it would be nice for them to improve in their customer service esp the teller and be more accommodating unless they were told not to be that. my personal experience just proves the reviews posted by the other clients who transacted in this branch.  one star.,1,3 months ago,very different from other bpi branches i transact with. it would be nice for them to improve in their customer service esp the teller and be more accommodating unless they were told not to be that. my personal experience just proves the reviews posted by the other clients who transacted in this branch. one star.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,Worst customer service. So many counter but only 1 is available. This branch sucks. We came 1:30pm left 3pm just to claim a Credit card delivered to them. Thid branch sucks and should be closed. Their monitor for que is broken I guess they should close one of the worst branch with customer service.,1,10 months ago,worst customer service. so many counter but only 1 is available. this branch sucks. we came 130pm left 3pm just to claim a credit card delivered to them. thid branch sucks and should be closed. their monitor for que is broken i guess they should close one of the worst branch with customer service.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"January 28, 1pm. I was surprised when I was singled out by the guards for using my cellphone inside while most customers are also using their phones. It was an unpleasant experience making us feel that we are the only threat to security knowing I was also with my 11-year old son that time along with his schoolbag and guitar.  The guard even warned me they can see me in the CCTV. Wow.

Its not my first time I used a cellphone inside other BPI branches when I see everyone is also using it since I was logging to their bank's mobile app. I DID stop using my phone but some customers are still using it. The cellphone policy should apply to all. Is it just I am not wearing any flashy jewelry that time?

ATMs are fine and deposit counters are enough to service the influx of costumers but avoid their customer services because its just one counter and it took us one hour of waiting.",1,Edited 3 months ago,"january 28, 1pm. i was surprised when i was singled out by the guards for using my cellphone inside while most customers are also using their phones. it was an unpleasant experience making us feel that we are the only threat to security knowing i was also with my 11year old son that time along with his schoolbag and guitar. the guard even warned me they can see me in the cctv. wow. its not my first time i used a cellphone inside other bpi branches when i see everyone is also using it since i was logging to their banks mobile app. i did stop using my phone but some customers are still using it. the cellphone policy should apply to all. is it just i am not wearing any flashy jewelry that time? atms are fine and deposit counters are enough to service the influx of costumers but avoid their customer services because its just one counter and it took us one hour of waiting.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"As with most of the reviews for this branch, the waiting time is just horrible, happened twice. During my recent visit, I glimpsed at the customer service queue and there weren't that much, I think I'm the 5th to be accommodated. An hour and a half later, they're still serving the same customer. I only have an hour to spare for I need to go to work and I thought it would be enough but it wasn't. They're taking pictures of IDs, going back and forth to their backrooms but leaving empty handed, etc. like what are y'all doing in there?! I was given a number but its not being called and people are just racing to the stalls because of their unorganized queue process. The guards directed me to an incorrect line, even though I told them what my business is, which totally wasted my time.

Sadly, I need to return to this branch for my issue to be resolved. I'm hoping that it would be a much smoother process or else, I'm gonna have to leave another negative review. Hope management takes notice.",1,a year ago,"as with most of the reviews for this branch, the waiting time is just horrible, happened twice. during my recent visit, i glimpsed at the customer service queue and there werent that much, i think im the 5th to be accommodated. an hour and a half later, theyre still serving the same customer. i only have an hour to spare for i need to go to work and i thought it would be enough but it wasnt. theyre taking pictures of ids, going back and forth to their backrooms but leaving empty handed, etc. like what are yall doing in there?! i was given a number but its not being called and people are just racing to the stalls because of their unorganized queue process. the guards directed me to an incorrect line, even though i told them what my business is, which totally wasted my time. sadly, i need to return to this branch for my issue to be resolved. im hoping that it would be a much smoother process or else, im gonna have to leave another negative review. hope management takes notice.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"We arrived at 11am and left the bank by 2pm just to claim the Bank Statement, and consider that we are have to wait like this despite being a preferred client! Their processing time is ridiculously slow and you can sense deeply the laziness, inefficiency, and condescension of the staffs and the management. The worst BPI branch we visited and I will never want to deal with this BPI branch again in my life.",1,a year ago,"we arrived at 11am and left the bank by 2pm just to claim the bank statement, and consider that we are have to wait like this despite being a preferred client! their processing time is ridiculously slow and you can sense deeply the laziness, inefficiency, and condescension of the staffs and the management. the worst bpi branch we visited and i will never want to deal with this bpi branch again in my life.",Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,The go to place to waste your time. Every employee is very slow. 1047 am the manager is sleeping on his cubicle. Lol,1,5 months ago,the go to place to waste your time. every employee is very slow. 1047 am the manager is sleeping on his cubicle. lol,Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"I was in this BPI Branch a few times because l moved closeby.
As a Preferred BPI member, l expect that, after ident8fying myself as such, that l would be given a VIP treatment. Only the security guards do. I can wait for …",2,2 years ago,"i was in this bpi branch a few times because l moved closeby. as a preferred bpi member, l expect that, after ident8fying myself as such, that l would be given a vip treatment. only the security guards do. i can wait for ",Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"NEVER VISIT THIS BRANCH! They will make you wait for 2 HOURS just to deposit a freaking CHECK. Yes! Just one check because their COMPUTERS HANG! My god. Worst BPI branch ever. I'm warning you guys, NEVER VISIT THIS BRANCH! NEVER! They're tellers are even the worst in all BPI branches I've been to.",1,2 years ago,"never visit this branch! they will make you wait for 2 hours just to deposit a freaking check. yes! just one check because their computers hang! my god. worst bpi branch ever. im warning you guys, never visit this branch! never! theyre tellers are even the worst in all bpi branches ive been to.",Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,Worst customer service ever. Very rude and not accommodating at all. Not acknowledging any of the things I'm saying and keeps on cutting me off when I'm trying to speak. Very unprofessional.,1,6 months ago,worst customer service ever. very rude and not accommodating at all. not acknowledging any of the things im saying and keeps on cutting me off when im trying to speak. very unprofessional.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,Worst experience. No sense of urgency. 😞 …,1,5 months ago,worst experience. no sense of urgency.  ,Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,My transaction went easy and smooth.,5,a year ago,my transaction went easy and smooth.,Positive,Positive,Positive,Positive,Negative,Positive
BPI Ayala Malls Circuit Branch,Poor and slow service.,1,2 years ago,poor and slow service.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"Warning:
Worst Customer Service. You will wait for too long, almost an hour, and the security guard will even prevent you from opening the phone inside, so your eyes …",1,9 months ago,"warning worst customer service. you will wait for too long, almost an hour, and the security guard will even prevent you from opening the phone inside, so your eyes ",Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,Slow. Waste your time here if you value your time.,1,4 months ago,slow. waste your time here if you value your time.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"The bank tellers here are so rude.
They are not accommodating. If you are like that, why are you even here? No one will take care of you. Worst branch ever. Think twice when you deposit or withdraw here. Will not ever come back!",1,3 years ago,"the bank tellers here are so rude. they are not accommodating. if you are like that, why are you even here? no one will take care of you. worst branch ever. think twice when you deposit or withdraw here. will not ever come back!",Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"the worst branch of BPI is rotten and worthless especially the tellers are super lazy to assist customers and are lazy to solve the problem that they approached, but the BPI Branch of leon Guinto is super kind and super diligent and smart tellers.",1,2 years ago,"the worst branch of bpi is rotten and worthless especially the tellers are super lazy to assist customers and are lazy to solve the problem that they approached, but the bpi branch of leon guinto is super kind and super diligent and smart tellers.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"employees are rude. customer service is poor, I was asking nicely for the requirements for account opening if I should raise my voice. worst branch ever",1,2 years ago,"employees are rude. customer service is poor, i was asking nicely for the requirements for account opening if i should raise my voice. worst branch ever",Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,Services fail especially in getting the card. it took a while before it was released and then after more than a week they updated that there was no card so it's another week. when needed.,1,5 years ago,services fail especially in getting the card. it took a while before it was released and then after more than a week they updated that there was no card so its another week. when needed.,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"The line was very slow, there was no one there.",1,6 months ago,"the line was very slow, there was no one there.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,"The card I made for a new account took a long time to arrive, it seems like they don't follow up and when I call the phone, no one answers.",1,5 years ago,"the card i made for a new account took a long time to arrive, it seems like they dont follow up and when i call the phone, no one answers.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,if i can give 0 ill give 0. useless bank!,1,a year ago,if i can give 0 ill give 0. useless bank!,Positive,Negative,Positive,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,1,a week ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,1,2 months ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,1,Edited 7 months ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,5,3 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,3,3 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,4,5 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Ayala Malls Circuit Branch,No review text provided,5,5 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Ayala Nex Tower Branch,"I am more satisfied with the service that lady bank officer has provided me. I came from abroad and I wanted to activate my debit card, and the good lady explained everything to me.",5,a year ago,"i am more satisfied with the service that lady bank officer has provided me. i came from abroad and i wanted to activate my debit card, and the good lady explained everything to me.",Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Nex Tower Branch,Sir Guard is very knowledgeable in all the questions ask. Will visit again,5,5 months ago,sir guard is very knowledgeable in all the questions ask. will visit again,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Nex Tower Branch,I went there to have my old ATM card replaced. The lady that I spoke with was very accommodating. She even contacted me when the card was ready.,5,2 years ago,i went there to have my old atm card replaced. the lady that i spoke with was very accommodating. she even contacted me when the card was ready.,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Nex Tower Branch,"The worst thing is the people at the desk, specifically for savings account applications, are not accommodating because it's Saturday rush to leave. That's why! I went there early, around 5:45pm, it didn't close yet, it closes at 7:30pm, …",1,7 years ago,"the worst thing is the people at the desk, specifically for savings account applications, are not accommodating because its saturday rush to leave. thats why! i went there early, around 545pm, it didnt close yet, it closes at 730pm, ",Positive,Negative,Positive,Negative,Positive,Positive
BPI Ayala Nex Tower Branch,No review text provided,5,6 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala North Exchange Branch,"Lazy bank employee. I was hoping to open another savings account and told her my proof of billing is on my phone. She told me to print it, so I suggested  to print it using their printer. She didn't want to. She's basically beside the printer. She's just lazy and prolly thinking I don't have money. I've gotten better treatment in other branches.",1,2 years ago,"lazy bank employee. i was hoping to open another savings account and told her my proof of billing is on my phone. she told me to print it, so i suggested to print it using their printer. she didnt want to. shes basically beside the printer. shes just lazy and prolly thinking i dont have money. ive gotten better treatment in other branches.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala North Exchange Branch,"WRONG PIN. Should be Ground Floor, Ayala North Exchange Ayala Avenue. corner Amorsolo and Salcedo Streets, Makati, 1200 Metro Manila 😊 …",3,a year ago,"wrong pin. should be ground floor, ayala north exchange ayala avenue. corner amorsolo and salcedo streets, makati, 1200 metro manila  ",Positive,Neutral,Positive,Neutral,Positive,Positive
BPI Ayala North Exchange Branch,"Fast transaction, very kind and knowledgeable staff! Thank you!",5,a year ago,"fast transaction, very kind and knowledgeable staff! thank you!",Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala North Exchange Branch,The person who assisted me was very knowledgeable ❤️,5,4 months ago,the person who assisted me was very knowledgeable ,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Paseo Branch,"I’ve been a customer of this branch for many years. I’ve read the reviews here, but my experience in this branch has always been efficient and pleasant. I understand the need to wait, but I plan my trip carefully. From the security staff who are polite and very helpful upon entry, to the staff who acknowledge and politely apologizes for asking me to wait. Shout out to Shaira for assisting me. Thank you. Keep it up guys!",5,6 months ago,"ive been a customer of this branch for many years. ive read the reviews here, but my experience in this branch has always been efficient and pleasant. i understand the need to wait, but i plan my trip carefully. from the security staff who are polite and very helpful upon entry, to the staff who acknowledge and politely apologizes for asking me to wait. shout out to shaira for assisting me. thank you. keep it up guys!",Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Paseo Branch,Request for bank certificate but it’s wrong format: total different as it from other branch and no official seal/stamp. So it didn’t get accepted in some office and I have to get the right one from other branch.. …,3,Edited a year ago,request for bank certificate but its wrong format total different as it from other branch and no official sealstamp. so it didnt get accepted in some office and i have to get the right one from other branch.. ,Negative,Neutral,Negative,Neutral,Positive,Positive
BPI Ayala Paseo Branch,"Bank teller Jill told me to call their branch before going there to check if my EMV card is ready for pick up but no one is answering  both their branch and the direct numbers. I tried going to the branch last monday after my super tiring shift, waited on queue for almost 1 hour only to find out that my EMV card is NOT YET available. If someone can just answer their phone and help customers out, a lot will have a peaceful life with your branch. And now, here I am again trying to to reach them at 5550412 (number given by Jill) and 5067379 (number given by the call center agent for over an hour now. And no one is picking up. 😣",1,6 years ago,"bank teller jill told me to call their branch before going there to check if my emv card is ready for pick up but no one is answering both their branch and the direct numbers. i tried going to the branch last monday after my super tiring shift, waited on queue for almost 1 hour only to find out that my emv card is not yet available. if someone can just answer their phone and help customers out, a lot will have a peaceful life with your branch. and now, here i am again trying to to reach them at 5550412 number given by jill and 5067379 number given by the call center agent for over an hour now. and no one is picking up. ",Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Paseo Branch,"After falling in line for more than an hour, staff in this branch makes sure that customers are not welcome to come back. Most of all they do it non discreetly and without respect. They will see to it that you as a customer will be embarrassed.
I have never been charged interbank or regional deposit charges with other branches, but this branch has interbranch deposit charges! Quote from bpiexpressonline site ""..– with no interbranch deposit charges!
In other banks, you'll be charged a fee when you deposit to an account in a different..""",1,6 years ago,"after falling in line for more than an hour, staff in this branch makes sure that customers are not welcome to come back. most of all they do it non discreetly and without respect. they will see to it that you as a customer will be embarrassed. i have never been charged interbank or regional deposit charges with other branches, but this branch has interbranch deposit charges! quote from bpiexpressonline site .. with no interbranch deposit charges! in other banks, youll be charged a fee when you deposit to an account in a different..",Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Paseo Branch,Great,5,10 years ago,great,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Paseo Branch,No one is answering the branch hotlines. Both CP and Landline numbers listed.,1,7 months ago,no one is answering the branch hotlines. both cp and landline numbers listed.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Ayala Paseo Branch,It's so hard for you to call!,1,6 years ago,its so hard for you to call!,Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Paseo Branch,No review text provided,5,3 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Paseo Branch,No review text provided,3,3 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Positive,Positive
BPI Ayala Paseo Branch,No review text provided,5,4 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Paseo Branch,No review text provided,5,4 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Paseo Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Triangle Branch,Took me an hour just to deposit a manager's check. I had to personally call my branch of account to process the transaction. The manager of this branch did not seem to care and did not do anything to expedite the process.,1,a month ago,took me an hour just to deposit a managers check. i had to personally call my branch of account to process the transaction. the manager of this branch did not seem to care and did not do anything to expedite the process.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Ayala Triangle Branch,ATM was removed. Walk across BPI Ayala Avenue should you wish to find an ATM.,3,9 years ago,atm was removed. walk across bpi ayala avenue should you wish to find an atm.,Negative,Neutral,Negative,Neutral,Positive,Positive
BPI Ayala Triangle Branch,Amazing service.,5,a year ago,amazing service.,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Triangle Branch,Excellent services :),5,3 years ago,excellent services ,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Triangle Branch,No review text provided,5,11 months ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Triangle Branch,No review text provided,5,8 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Ayala Triangle Branch,No review text provided,5,9 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Bangkal Branch,Worst crowd I've ever experienced anywhere. I've been going to the bank for 3 days continuously. They have a very big line. They take 20-30mins for each customer imagine being the 17th person in line at 9:30am. If you have a full day free …,1,a year ago,worst crowd ive ever experienced anywhere. ive been going to the bank for 3 days continuously. they have a very big line. they take 2030mins for each customer imagine being the 17th person in line at 930am. if you have a full day free ,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,Since 2019 pa basura customer service dito. Lalo na over the counter. Literally magaantay ka 30 minutes up to more than an hour para lang ma-accomodate ka. What the F is wrong with this branch? Why is BPI not even aware of how trash the service is on this branch FFS.,1,a year ago,since 2019 pa basura customer service dito. lalo na over the counter. literally magaantay ka 30 minutes up to more than an hour para lang maaccomodate ka. what the f is wrong with this branch? why is bpi not even aware of how trash the service is on this branch ffs.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"Worst experience in this branch , they dont do the work instead focus more on eating and doing chitchatting with their co employees … waste branch",1,6 months ago,"worst experience in this branch , they dont do the work instead focus more on eating and doing chitchatting with their co employees  waste branch",Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"Worst BPI branch ever. Everytime I need to withdraw/deposit, single transaction, I always have to wait for my turn for 30mins to an hour or more. Their service is super slow. All of their counters are always lined up with people with …",1,a year ago,"worst bpi branch ever. everytime i need to withdrawdeposit, single transaction, i always have to wait for my turn for 30mins to an hour or more. their service is super slow. all of their counters are always lined up with people with ",Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,Poor service. Even just to take a simple ATM card it took more than one hour for them to process. I went there to pick up the card only even though it was pending delivery since one month. Worst experience with customer service,1,a year ago,poor service. even just to take a simple atm card it took more than one hour for them to process. i went there to pick up the card only even though it was pending delivery since one month. worst experience with customer service,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"I was at this branch to pick up my new red debit card, I switched from the blue one (w/o the chip) to the new one (with chip).

I politely asked to check first if it is already available prior to queueing to save up on time.

I approached a staff in black blazer in the cubicle number 1, but she said she will check but never did. I waited 49 minutes to be called out saying it is not yet available for pick up.

🤬🤬🤬",1,6 years ago,"i was at this branch to pick up my new red debit card, i switched from the blue one wo the chip to the new one with chip. i politely asked to check first if it is already available prior to queueing to save up on time. i approached a staff in black blazer in the cubicle number 1, but she said she will check but never did. i waited 49 minutes to be called out saying it is not yet available for pick up. ",Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,very slow customer service...they do more talk than assisting their clients.....worst experience BPI branch....no improvement since 2022,1,a year ago,very slow customer service...they do more talk than assisting their clients.....worst experience bpi branch....no improvement since 2022,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,Worst branch ever ! More chika,1,5 months ago,worst branch ever ! more chika,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"Hi, I'm Arish belongs to Hyderabad, India. My wife has saving account in your bank.
The service of bank is very efficient and they are ready to help always...☺☺☺☺",5,7 years ago,"hi, im arish belongs to hyderabad, india. my wife has saving account in your bank. the service of bank is very efficient and they are ready to help always...",Positive,Positive,Positive,Positive,Positive,Positive
BPI Bangkal Branch,"ATM is always offline and always no cash dispense, one and only BPI branch in Evangelista.",2,2 years ago,"atm is always offline and always no cash dispense, one and only bpi branch in evangelista.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,veryyyyyyyy sloooooooow service!!!,1,10 months ago,veryyyyyyyy sloooooooow service!!!,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,Very Slow service.,1,a year ago,very slow service.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,Poor service,1,2 years ago,poor service,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"Worst of the worst..the service is so slow, it's all gossip and the manager doesn't care..it should just be closed down..the employees are useless!",1,a month ago,"worst of the worst..the service is so slow, its all gossip and the manager doesnt care..it should just be closed down..the employees are useless!",Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"It's a waste of time to go to this branch!!! Pack a handful of patience. This branch is consistently the slowest. Simple Deposit will take at least 45mins of waiting, considering there are only 3 of us waiting at the teller until the crowd increases, they still won't add an open counter. Jusko!",1,a year ago,"its a waste of time to go to this branch!!! pack a handful of patience. this branch is consistently the slowest. simple deposit will take at least 45mins of waiting, considering there are only 3 of us waiting at the teller until the crowd increases, they still wont add an open counter. jusko!",Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"3 hours!!! Just open an account.

I hope they improve their service. Or just close it. Bwiseeet",1,10 months ago,3 hours!!! just open an account. i hope they improve their service. or just close it. bwiseeet,Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,"first time to go there! and their customer service is very slow, the employees chatter and chatter, they never took care of their customers and another thing is that they have a hard time calling you on the phone, you really have to wait",1,a year ago,"first time to go there! and their customer service is very slow, the employees chatter and chatter, they never took care of their customers and another thing is that they have a hard time calling you on the phone, you really have to wait",Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,Worst branch! Very slow. The queue is already long but only one teller is serving. It will take you 2 hours to finish.,1,2 years ago,worst branch! very slow. the queue is already long but only one teller is serving. it will take you 2 hours to finish.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,Hi everyone..the process here is so slow...I've been waiting for almost 1 and a half hours to make a deposit..I hope this is resolved..,1,6 years ago,hi everyone..the process here is so slow...ive been waiting for almost 1 and a half hours to make a deposit..i hope this is resolved..,Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,Worst! I just tried BPI here and it got worse.,1,a year ago,worst! i just tried bpi here and it got worse.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Bangkal Branch,"Very slow processing, 1.5 hours before deposit can be processed",1,2 years ago,"very slow processing, 1.5 hours before deposit can be processed",Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,"Those who assisted took too long, what are they doing even though there are a lot of people!!!",1,2 years ago,"those who assisted took too long, what are they doing even though there are a lot of people!!!",Negative,Negative,Negative,Negative,Positive,Positive
BPI Bangkal Branch,The service is slow.,1,2 years ago,the service is slow.,Negative,Negative,Negative,Negative,Positive,Positive
